server,count
Helix Server Version 9.0.4.960 (win32) (RealServer compatible),2
Apache/2.4.57 (FreeBSD) OpenSSL/1.0.2u mod_fcgid/2.3.9,2
Apache/2.4.46 (Fedora) OpenSSL/1.1.1i mod_perl/2.0.11 Perl/v5.32.0,2
"5.2.3790 2/Service Pack 1, UPnP/1.0, TVersity Media Server",2
Servlet 2.4; Tomcat-5.0.28/JBoss-4.0.1sp1 (build: CVSTag=JBoss_4_0_1_SP1 date=200502160314),2
IIS,2
Apache/2.4.18,2
WowzaStreamingEngine/4.8.17+1,2
DeleGate/7.7.0,2
CompaqHTTPServer/9.9 HP System Management Homepage/3.0.1.73 httpd/2.2.6+,2
Apache/2.4.33 (Linux/SUSE),2
Tengine/3.0.0,2
nginx/1.8.0,2
UD Webspace 3.1,2
Apache/2.4.37 (AlmaLinux) OpenSSL/1.1.1k mod_fcgid/2.3.9,2
BLB/23.08.0.7,2
Python/3.11 aiohttp/3.9.1,2
Python/3.8 aiohttp/3.10.5,2
Python/3.10 aiohttp/3.10.6,2
Python/3.12 aiohttp/3.10.2,2
My Very Own Server,2
JRun/3.1,2
RouterOS/6.43UPnP/1.0 MikroTik UPnP/1.0,2
Linux/2.6.23.17_stm23_0125dorade00 UPnP/1.0 DLNADOC/1.50 Portable SDK for UPnP devices/1.4.6-5,2
Virata-EmWeb/R6_2_0,2
Oracle HTTP Server Powered by Apache/1.3.19 (Win32) mod_ssl/2.8.1 OpenSSL/0.9.5a mod_fastcgi/2.2.10 mod_oprocmgr/1.0 mod_perl/1.25,2
Python/3.11 aiohttp/3.11.16,2
BBC 2.6.0.7; com.hp.openview.bbc.LLBServer 2.6.0.7,2
mini_httpd/1 23jun2000,2
NetCache appliance (NetApp/6.0.2P1),2
CherryPy/3.1.2,2
Intel(R) Active Management Technology 7.1.86,2
squid/3.2.9-BZR,2
Avaya CMBE/2.0.0,2
SonicWALL SSLVPN Web Server,2
nginx/1.20.0,2
Apache/2.4.25,2
Apache/2.4.52 (Unix) OpenSSL/1.1.1d,2
Mylo/0.2.0,2
Ipswitch-IMail/8.05,2
Apache/2.4.51 (Unix) OpenSSL/1.1.1d,2
Apache/2.4.54 (Raspbian),2
NS_6.1,2
rums/b,2
Apache/2.4.54,2
Fly/60c773e9c (2025-04-01),2
rustle,2
"Darwin/10.2.0, UPnP/1.0, Portable SDK for UPnP devices/1.6.6",2
openresty/1.25.3.2 by zdxl@cetcisx.com,2
openresty/1.21.4.3 by zhuyanchao@cetcwl.com,2
ipos/7.0 UPnP/1.0 TL-WR740N/4.0,2
IBM_HTTP_SERVER,2
"Linux/2.6.32-279.14.1.el6.x86_64, UPnP/1.0, Portable SDK for UPnP devices/1.6.14",2
QTSS/6.1.0 (Build/532; Platform/MacOSX; Release/Mac OS X Server; ),2
nginx + Phusion Passenger,2
Apache/2.4.6 () OpenSSL/1.0.2k-fips PHP/8.1.29,2
APISIX/3.5.0,2
Fly/db4623a08 (2025-04-04),2
"Linux/2.4.18_mvl30-ixdp425, UPnP/1.0, Intel SDK for UPnP devices/1.3.1",2
Resin/2.1.s030827,2
SentinelKeysServer/1.3.1,2
OmniHTTPd,2
Cisco AWARE 2.0,2
com.hp.openview.Coda 0.0.1,2
ClassIn-Web,2
CloudWAF,2
nginx/1.18.0 + Phusion Passenger(R) 6.0.15,2
Fly/1ec282e18 (2025-01-23),2
CompaqHTTPServer/9.9 HP System Management Homepage/6.0.0.96 httpd/2.2.6+,2
Werkzeug/3.1.3 Python/3.12.9,2
Python/3.12 aiohttp/3.11.8,2
nginx/1.15.1,2
"Linux/2.6.28, UPnP/1.0, Portable SDK for UPnP devices/1.6.10",2
synology,2
nginx/1.11.1,2
Werkzeug/2.2.2 Python/3.8.10,2
Framer/e6d6447,2
Apache/2.2.21/web20,2
jfe,2
"UPnP/1.0, DLNADOC/1.50, Platinum/0.5.1",2
Oracle HTTP Server Powered by Apache/1.3.19 (Unix) mod_plsql/3.0.9.8.3b PHP/4.3.10 mod_fastcgi/2.2.10 mod_perl/1.25 mod_oprocmgr/1.0,2
OpenWRT/kamikaze UPnP/1.0 MiniUPnPd/1.2,2
process,2
"Windows_7-x86-6.1, UPnP/1.0, PMS/1.52.0",2
cxedge,2
“GLaDOS”,2
Unbekannt,2
Apache/2.4.51 (Unix) OpenSSL/1.1.1n,2
RapidLogic,2
allegro-software,2
Virata-EmWeb/R6_1_0,2
Serv-U/15.1.6.31,2
Apache/2.4.6 (CentOS) OpenSSL/1.0.2k-fips PHP/5.4.16 mod_perl/2.0.11 Perl/v5.16.3,2
Jetty(9.4.54.v20240208),2
Jetty(8.1.10.v20130312),2
Apache/2.0.43,2
nginx/1.1.19,2
Apache/2.2.16 (Debian),2
Computers,2
Apache/2.4.41 (Unix),2
WowzaStreamingEngine/4.7.7,2
Linux/2.6.29.6-217.2.3.fc11.i686.PAE UPnP/1.0 miniupnpd/1.0,2
NetCache appliance (NetApp/5.6.1D22),2
Oracle9iAS/9.0.2.3.0 Oracle HTTP Server Oracle9iAS-Web-Cache/9.0.2.3.0 (N),2
Ubuntu/saucy UPnP/1.0 MiniUPnPd/1.4,2
lighttpd/1.4.77,2
Tengine/2.0.0,2
powerweb,2
nginx/0.8.53 + Phusion Passenger 3.0.0 (mod_rails/mod_rack),2
Microsoft-IIS/4.0,2
BBC 2.6.0.7; com.hp.openview.Coda 0.0.1,2
Abyss/2.14-X1-Win32 AbyssLib/2.14,2
Ubuntu/yakkety UPnP/1.0 MiniUPnPd/1.4,2
Jino.ru/mod_pizza,2
Infinytum Gate,2
nginx/1.17.5,2
KS3,2
LilHTTP/2.1,2
support@arraynetworks.net,2
Apache/0.6.5,2
Apache/2.2.15 (CentOS),2
quarxConnect.de HTTPd,2
Fly/bce90e867 (2025-03-28),2
Python/3.11 aiohttp/3.11.0,2
faysal,2
Fly/eb1a25638 (2025-02-13),2
nginx/1.21.3.1 WhiteHorse,2
"Windows_XP-amd64-5.2, UPnP/1.0, PMS/1.54.0",2
nginx/1.11.5,2
unknown,2
BBC 05.20.050; coda 10.00.123,2
"Windows_7-x86-6.1, UPnP/1.0, PMS/1.22.0",2
SentinelProtectionServer/7.0,2
thin 1.2.4 codename Flaming Astroboy,2
Xitami,2
Apache Tomcat/4.1.12 (HTTP/1.1 Connector),2
Python/3.13 aiohttp/3.11.13,2
Apache/2.4.62 (cPanel) OpenSSL/1.1.1w mod_bwlimited/1.4,2
Apache/2.4.54 (Win64) OpenSSL/1.1.1p PHP/8.1.10,2
Framer/854d0ea,2
Apache/2.4.54 (Win64) OpenSSL/1.1.1p PHP/7.4.33,2
LinQhost HPW,2
Apache/2.4.63 (cPanel) OpenSSL/1.1.1w mod_bwlimited/1.4,2
emwac,2
Sun-ONE-Web-Proxy-Server/3.6-SP4,2
Gordian Embedded,2
Avaya CMBE/2,2
Embedded HTTP Server,2
APACHE/1.3.9,2
QTSS/5.0 (Build/452; Platform/MacOSX; Release/Panther; ),2
BBC 11.00.044; ovbbcrcp 11.00.044,2
Mbedthis-AppWeb/2.4.0,2
Apache mod_bwlimited/1.4 Phusion_Passenger/6.0.23,2
Abyss/2.0.0.20-X1-Win32 AbyssLib/2.0.0.20,2
HPSMH,2
Stronghold/4.0 Apache/1.3.22 (Unix) mod_ssl/2.8.7 OpenSSL/0.9.6c mod_perl/1.26,2
nginx/1.4.7,2
lighttpd/1.4.74,2
Apache/2.4.63 (Unix) OpenSSL/3.4.1 PHP/8.4.4,2
"6.2.8400 2/, UPnP/1.0, TVersity Media Server",2
openresty/1.27.1.2,2
mt-daapd/svn-999,2
bkhttp/0.3,2
Microplex emHTTPD/1,2
thttpd/2.19-MX Jan 24 2006,2
Apache/2.4.54 (Ubuntu),2
OC(1.0),2
Apache/2.4.6 (CentOS) OpenSSL/1.0.2k-fips PHP/8.0.30,2
avenida,2
Apache-AdvancedExtranetServer/2.0.48 (Mandrake Linux/6mdk) PHP/4.3.4,2
IBM-HTTP-Server/1.0,2
"Raptor Simple, Secure Web Server 1.0",2
"Windows_7-x86-6.1, UPnP/1.0, PMS/1.25.1",2
Ubuntu/natty UPnP/1.0 MiniUPnPd/1.4,2
EnergyICT RTU 101-F25CE1-1524,2
Ubuntu/utopic UPnP/1.0 MiniUPnPd/1.4,2
TWS,2
Fly/01acac8f2 (2025-02-24),2
httpd/3000,2
Apache/2.2.26 (Unix) DAV/2 mod_ssl/2.2.26 OpenSSL/0.9.8y,2
Apache/2.4.6 (CentOS) OpenSSL/1.0.2k-fips PHP/5.6.38,2
Carbonmade,2
Proximus,2
Python/3.9 aiohttp/3.11.11,2
gunicorn/19.10.0,2
JSP3/2.0.14,2
Python/3.9 aiohttp/3.11.7,2
Youcan.Private.DC/2.0,2
gamma,2
"Linux/2.4.20-46.7asp, UPnP/1.0, Portable SDK for UPnP devices/1.6.17",2
"MS .NET Remoting, MS .NET CLR 2.0.50727.42",2
aolserver,2
Debian/4.0r8 DLNADOC/1.50 UPnP/1.0 MiniDLNA/1.0,2
Jetty(6.1.12.rc2),2
Synology/DSM/192.168.1.100,2
goserve,2
Apache/2.4.56 (Win64) OpenSSL/3.0.8 mod_fcgid/2.3.9a mod_log_rotate/1.02,2
Apache/2.4.59 (Unix) OpenSSL/3.3.0 PHP/8.3.7,2
Werkzeug/2.3.6 Python/3.10.12,2
Apache/2.4.46 (FreeBSD) OpenSSL/1.1.1h-freebsd PHP/7.4.16,2
lighttpd/1.3.7 (Mar 23 2007/16:00:15),2
Python/3.11 aiohttp/3.9.0,2
Sun-ILOM-Web-Server/1.0,2
SentinelProtectionServer/7.1,2
Aspen/0.8,2
Linux UPnP/1.0 Sonos/47.2-59120 (BR100),2
ipos/7.0 UPnP/1.0 TL-WR741N/1.0/2.0,2
WebSphere Application Server/5.0,2
UPS_Server/1.0,2
Apache Tomcat/4.0.3,2
aserve,2
Apache/2.2.4 (Win32) PHP/5.2.2,2
Apache/2.4.37 (Debian),2
Cleo Harmony/5.7.0.8 (Linux),2
at your service,2
Apache/2.4.37 (Unix) OpenSSL/1.0.2k PHP/7.2.12,2
UD Forwarding 3.1,2
Apache/2.4.57 (Ubuntu),2
Apache/2.4.51 (Debian),2
MU-TH-UR 182 model 2.1 terabyte AI Mainframe,2
Apache/2.4.6 () OpenSSL/1.0.2k-fips PHP/7.3.33,2
openresty/1.13.6.1,2
Lotus Expeditor Web Container/6,2
4D_WebSTAR_S/5.102.1,2
nginx/1.17.7,2
AirTunes/220.68,2
"Oracle Application Server/10g (10.1.2) Apache/1.3.34 (Unix) mod_perl/1.29 mod_jk/1.2.14 OracleAS-Web-Cache-10g/10.1.2.0.2 (N;ecid=119642322340,0)",2
Ubuntu/maverick UPnP/1.0 MiniUPnPd/1.4,2
cosmos,2
Python/3.10 aiohttp/3.10.8,2
Apache/1.3.27,2
"Mac_OS_X-x86_64-10.5.8, UPnP/1.0, PMS/1.20",2
Apache/2.2.9 (APMServ) mod_ssl/2.2.9 OpenSSL/0.9.8h PHP/5.2.6,1
Werkzeug/3.0.4 Python/3.12.0,1
lighttpd/1.4.63,1
Werkzeug/3.0.0 Python/3.10.12,1
SimpleHTTP/0.6 Python/3.12.4,1
SimpleHTTP/0.6 Python/3.10.9,1
nginx/1.6.3,1
Apache/2.4.46 (IUS) OpenSSL/1.0.2k-fips PHP/7.4.21,1
Zen,1
Payara Server  5.2022.1 #badassfish,1
fbserver/1.1,1
Apache/2.4.6 (CentOS) OpenSSL/1.0.2k-fips PHP/5.6.37,1
vpshz.com,1
Guten Morgen,1
webkaos,1
Oracle API Gateway,1
BOOMSIG. Unsucking Email Signatures.,1
guayaba,1
nginx/1.11.10,1
hide,1
Apache/2.4.54 (Win64) OpenSSL/1.1.1q mod_fcgid/2.3.10-dev,1
nginx-n.wtf/1.27.3,1
synflux,1
bart,1
Apache/2.4.62 (Red Hat Enterprise Linux) OpenSSL/3.2.2 mod_wsgi/4.7.1 Python/3.9,1
LLM/Server,1
ycalb,1
HaksulProxy,1
nginx/1.11.2,1
Dory,1
Follow the white rabbit.,1
nginx/1.18.0 + Phusion Passenger(R) 6.0.22,1
Apache/2.4.43 (Win64) OpenSSL/1.1.1g PHP/7.4.4,1
WSGIServer/0.2 CPython/3.10.9,1
WSGIServer/0.2 CPython/3.10.14,1
Werkzeug/3.0.1 Python/3.12.3,1
WSGIServer/0.2 CPython/3.12.8,1
Love you 3000 times!,1
Werkzeug/3.0.3 Python/3.11.9,1
WSGIServer/0.2 CPython/3.10.15,1
WSGIServer/0.2 CPython/3.8.20,1
SimpleHTTP/0.6 Python/3.12.9,1
Apache/2.4.48 (Debian),1
Python/3.9 aiohttp/3.11.0,1
Python/3.11 aiohttp/3.11.6,1
Python/3.9 aiohttp/3.10.1,1
Framer/0d3b645,1
Apache/2.4.62 (Rocky Linux) OpenSSL/3.2.2,1
DCSaaS/httpd,1
Apache/2.2.25 (Unix) mod_ssl/2.2.25 OpenSSL/1.0.0-fips mod_bwlimited/1.4,1
Serverco_ST,1
Apache/2.4.55 (Ubuntu),1
Apache/2.4.37 (centos) OpenSSL/1.1.1k mod_auth_gssapi/1.6.1 mod_fcgid/2.3.9 SVN/1.10.2,1
Apache/2.4.37 (Unix) OpenSSL/1.1.1k PHP/7.2.8,1
Stargate,1
Mbedthis-Appweb/2,1
freenginx/1.25.4,1
Werkzeug/3.0.4 Python/3.12.3,1
Werkzeug/3.0.1 Python/3.10.2,1
Werkzeug/3.0.1 Python/3.9.21,1
Apache/2.4.59 (),1
Apache/2.2.19 (Win32) PHP/5.2.17,1
Apache/2.4.62 () OpenSSL/1.0.2k-fips,1
Apache/2.4.58 (CentOS),1
Mastodon,1
Werkzeug/2.0.3 Python/3.8.19,1
Securelink,1
nginx/1.18.0 + Phusion Passenger(R) 6.0.26,1
Jans Server,1
IIS10,1
Python/3.10 aiohttp/3.11.6,1
APISIX/3.11.0,1
Framer/32b700c,1
Framer/3281da1,1
APISIX/3.8.0,1
APISIX/2.13.3,1
api-gateway,1
Fly/bd282bf60 (2024-12-04),1
Clace,1
mw-web.eqiad.main-555876f75f-krmmd,1
mw-web.eqiad.main-bdfc96b6b-hphjt,1
nginx/1.18.0 + Phusion Passenger(R) 6.0.24,1
Apache/2.4.41 (FreeBSD) OpenSSL/1.0.1s-freebsd,1
pages-server,1
Chimpify,1
luna-http/s,1
OMCnet Webserver,1
Python/3.11 aiohttp/3.10.0,1
Python/3.11 aiohttp/3.10.0b1,1
Python/3.12 aiohttp/3.10.4,1
Python/3.10 aiohttp/3.10.4,1
Web-Server-2020,1
gogogadgeto-server,1
Server-Team Business Pro Webserver V1.1,1
nginx/1.14.0 + Phusion Passenger(R) 6.0.18,1
Surge,1
Apache/2.4.53 (Debian),1
Apache/2.4.48 (FreeBSD) OpenSSL/1.0.2u mod_fcgid/2.3.9,1
Apache/2.4.43 (Ubuntu),1
Apache/2.4.54 (FreeBSD) OpenSSL/1.0.2u mod_fcgid/2.3.9,1
CodebergPages/4.6.2,1
Apache/2.4.6 (CentOS) OpenSSL/1.0.2k-fips mod_wsgi/3.4 Python/2.7.5 PHP/8.2.20,1
Apache/2.4.7 (CentOS),1
awex,1
Apache/2.4.6 (CentOS) OpenSSL/1.0.2k-fips PHP/7.2.34 mod_perl/2.0.11 Perl/v5.16.3,1
Apache/2.4.46 () OpenSSL/1.0.2k-fips,1
Apache/2.4.37,1
nginx/1.12.1 + Phusion Passenger 5.1.8,1
Sun-ONE-Web-Server/6.1,1
maglr,1
Apache/2.4.58 (Unix) OpenSSL/1.1.1p PHP/8.1.24,1
WowzaStreamingEngine/4.7.1,1
api-gateway/1.9.3.1,1
Apache/2.4.27 (Amazon) OpenSSL/1.0.2k-fips PHP/5.6.25,1
Apache/2.4.38 (Ubuntu),1
nginx/1.15.0,1
WowzaStreamingEngine/4.7.8,1
Python/3.9 aiohttp/3.11.13,1
Python/3.12 aiohttp/3.10.8,1
Python/3.9 aiohttp/3.11.12,1
Python/3.8 aiohttp/3.10.11,1
mw1452.eqiad.wmnet,1
mw1488.eqiad.wmnet,1
mw1372.eqiad.wmnet,1
mw1454.eqiad.wmnet,1
Apache/2.4.59 (Unix),1
Apache/2.4.54 (Debian) OpenSSL/1.1.1n,1
Python/3.12 aiohttp/3.11.4,1
Python/3.9 aiohttp/3.11.10,1
Apache/2.4.62 (Debian) SVN/1.14.2 mpm-itk/2.4.7-04 OpenSSL/3.0.15,1
nginx/1.14.0 + Phusion Passenger 6.0.4,1
Svr/8.8008 (OS),1
WebRock,1
FLUX/1.21,1
Apache/2.4.62 (Debian) mod_fcgid/2.3.9 PHP/5.6.40-0+deb8u12 OpenSSL/1.1.1w,1
Apache/2.4.6 () OpenSSL/1.0.2k-fips mod_fcgid/2.3.9 Phusion_Passenger/5.3.7,1
Apache/2.4.57 (Win64) OpenSSL/3.1.2,1
Apache/2.0.54 (Debian GNU/Linux) PHP/4.3.10-22 mod_ssl/2.0.54 OpenSSL/0.9.7k,1
empx,1
BitNinja-Waf3,1
Apache/2.4.25 (Debian) OpenSSL/1.0.2u,1
httpfile,1
CDN77-Turbo,1
Keistoer ~ Digitale innovatie,1
huddle,1
Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/5.6.33,1
Apache/2.2.15,1
Apache/2.4.54 (Unix) OpenSSL/1.0.2k-fips,1
Apache/2.4.18 (FreeBSD) OpenSSL/1.0.1p-freebsd,1
Apache/2.2.13 (FreeBSD) mod_ssl/2.2.13 OpenSSL/0.9.8q DAV/2 PHP/5.2.11 with Suhosin-Patch,1
Apache/2.4.54 (FreeBSD) OpenSSL/1.1.1l-freebsd,1
cms,1
Apache/2.4.63 (Unix) OpenSSL/3.4.0 PHP/8.2.27,1
Apache/2.4.12 (Win32) OpenSSL/1.0.2k PHP/7.2.5,1
Apache/2.4.55 (Unix),1
Python/3.10 aiohttp/3.11.4,1
Python/3.12 aiohttp/3.10.6,1
Python/3.10 aiohttp/3.9.2,1
Python/3.11 aiohttp/3.9.0b0,1
Apache mod_bwlimited/1.4,1
xxxxxx,1
nginx/1.13.10,1
AppDrag WebFront,1
Apache/2.4.46 (),1
Apache/2.4.62 (Amazon Linux),1
Apache/2.2.8 (Ubuntu) mod_python/3.3.1 Python/2.5.2 PHP/5.2.4-2ubuntu5.7 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g,1
Apache/2.4.58 () OpenSSL/1.0.2k-fips,1
Python/3.12 aiohttp/3.9.3,1
Apache/2.4.63 (FreeBSD) OpenSSL/1.1.1w-freebsd mpm-itk/2.4.7-04 PHP/7.4.32,1
CentOS WebPanel: Protected by Mod Security,1
Apache/2.4.37 (CentOS Stream) OpenSSL/1.1.1k,1
Apache/2.4.62 (CentOS Stream) OpenSSL/3.2.2 Phusion_Passenger/6.0.23,1
Apache/2.4.58,1
Framer/db5cd3c,1
Apache/2.4.10 (Linux/SUSE),1
Carbase 1.0,1
Apache/2.4.62 (Unix) OpenSSL/3.3.2,1
Fly/ef5cd8bd0 (2024-12-02),1
swas-alb,1
Apache/2.4.62 (AlmaLinux) OpenSSL/3.2.2 mod_fcgid/2.3.9 mod_perl/2.0.12 Perl/v5.32.1,1
Apache/2.4.37 (centos),1
Flywheel/5.1.0,1
frontend-web,1
22Slides V1,1
Apache/2.4.37 (Red Hat Enterprise Linux) OpenSSL/1.1.1k mod_fcgid/2.3.9,1
Winho-CDN,1
dg1loadbalancer/0.14.9,1
Werkzeug/2.0.2 Python/3.10.12,1
nginx + Phusion Passenger(R) 6.0.14,1
neocities,1
staatic,1
Werkzeug/2.0.2 Python/3.10.6,1
lighttpd/1.4.76,1
SimpleHTTP/0.6 Python/3.9.19,1
PHP/5.1.2,1
JC-HTTPD/1,1
isxiaokun,1
ZenZGA/1.13,1
Apache/2.4.23 (Win32) OpenSSL/1.0.2j PHP/5.4.45,1
Apache/2.2.3 (CentOS),1
Python/3.9 aiohttp/3.10.10,1
IIS/8.0,1
BunnyCDN-JP1-1061,1
BunnyCDN-JP1-1172,1
Apache/2.4.38 (Win64) OpenSSL/1.0.2r,1
Apache/2.4.62 (CentOS Stream),1
BunnyCDN-LA1-900,1
Roku UPnP/1.0 Roku/8.1.6,1
homedoor,1
HP Apache-based Web Server/1.3.26 (Unix),1
"Windows_7-x86-6.1, UPnP/1.0, PMS/1.60.0",1
RealVNC/4.0,1
WowzaStreamingEngine/4.8.0,1
BunnyCDN-SIL1-915,1
Leadpages,1
LabVIEW/5.1.1,1
RT-G32 UPnP/1.0 MiniUPnPd/1.2,1
Framer/7b95bc3,1
Spanner,1
Apache/2.4.48 (Unix) OpenSSL/1.1.1k,1
NGINX,1
PythonAnywhere,1
Jetty(10.0.17),1
IdeaWebServer/v0.70,1
"UPnP/1.0, DLNADOC/1.50, Platinum/0.5.3.0",1
"HP HTTP Server; HP Officejet 6500 E709n - CB057A; Serial Number: abc123; Rainbow Built:Sat Dec 13, 2008 10:58:21AM {abc123, ASIC id 0x00ffc2105}",1
"6.0.6000 2/, UPnP/1.0, TVersity Media Server",1
ListManagerWeb/8.8a (based on Tcl-Webserver/3.4.2),1
HP-ChaiSOE/1.0,1
Jetty/4.0.1 (SunOS 5.8 sparc),1
Apache/1.3.28 (Unix),1
cisco-CPA,1
Folkweb,1
Resin/2.1.13,1
Ipswitch-IMail/5.08,1
Fedora/10 UPnP/1.0 MiniUPnPd/1.4,1
boa,1
lighttpd/1.4.16,1
Fly/2b0af88a0 (2024-06-05),1
Fly/f978bf6ba (2025-03-26),1
Oracle HTTP Server Powered by Apache,1
OpenWRT/kamikaze UPnP/1.0 MiniUPnPd/1.4,1
Ubuntu/trusty UPnP/1.0 MiniUPnPd/1.4,1
boulevard,1
Ubuntu/10.10 UPnP/1.0 miniupnpd/1.0,1
Abyss/1.0.3,1
"Simple, Secure Web Server 1.1",1
"Linux/2.6.12.6-VENUS, UPnP/1.0, Portable SDK for UPnP devices/1.6.10",1
camera,1
Python/3.10 aiohttp/3.11.14,1
Apache Coyote/1.0,1
SentinelProtectionServer/7,1
Linux UPnP/1.0 Sonos/31.3-22220 (ANVIL),1
HP Web Jetadmin/2 (Win32) mod_auth_sspi/1.0.1 mod_ssl/2.0.50 OpenSSL/0.9.6m,1
WMServer/9.1.1.3841,1
ipos/7.0 UPnP/1.0 TL-WR741N/4.0,1
Apache-AdvancedExtranetServer/2.0.53 (Mandrakelinux/PREFORK-9mdk) mod_ssl/2.0.53 OpenSSL/0.9.7e PHP/4.3.10 mod_perl/1.999.21 Perl/v5.8.6,1
Jaguar Server,1
Apache-AdvancedExtranetServer/2.0.44 (Mandrake Linux/11mdk) mod_perl/1.99_08 Perl/v5.8.0 mod_ssl/2.0.44 OpenSSL/0.9.7a PHP/4.3.1 mod_jk2/2.0.0,1
Lotus Expeditor Web Container/6.1,1
Ews/0,1
ipos/7.0 UPnP/1.0 TL-WR740N/1.0,1
Synology/DSM/stuff,1
Tomcat Web Server/3.2.2 (JSP 1.1; Servlet 2.2; Java 1.4.2_13; Windows 2003 5.2 x86; java.vendor=Sun Microsystems Inc.),1
"HP HTTP Server; HP Photosmart C309a series - CC335A; Serial Number: abc123; Vader Built:Wed Apr 15, 2009 11:40:58AM {abc123, ASIC id 0x00280004}",1
Odoo.sh,1
serverseven,1
Fly/0b7c1653 (2025-03-18),1
Werkzeug/2.0.3 Python/3.9.18,1
Fly/fe78b1aa (2025-03-20),1
"6.2.9200 2/, UPnP/1.0, TVersity Media Server",1
Servlet 2.4; JBoss-4.2.3.GA (build: SVNTag=JBoss_4_2_3_GA date=200807181439)/JBossWeb-2.0,1
Fly/2f1f47dc7 (2025-04-02),1
IBM_HTTP_Server/6.0.2.19 Apache/2.0.47 (Unix),1
Loxone Miniserver some name UPnP/1.0,1
Apache/1.3.28 (Unix) mod_auth_pam/1.1.1,1
"UPnP/1.0, DLNADOC/1.50, Platinum/0.5.4.0",1
nginx/1.15.10,1
Boa/0.93.15 (with Intersil Extensions),1
"Windows_7-x86-6.1, UPnP/1.0, PMS/1.20.409",1
Apache/2.2.3 (Red Hat),1
Oracle XML DB/Oracle9i Enterprise Edition Release 9 - Production,1
Virata-EmWeb/R5_3_2,1
"Windows_7-x86-6.1, UPnP/1.0, PMS/1.52.1",1
"Windows_7-x86-6.1, UPnP/1.0, PMS/1.30.1",1
Oracle_Web_Listener,1
"Linux/2.6.10_dev-malta-mips2_fp_le, UPnP/1.0, Intel SDK for UPnP devices /1.2",1
TBS/R2 UPnP/1.0 MiniUPnPd/1.2,1
Ews/0.1,1
tivo-httpd-1:20.7.4.RC35-D18-6:D18,1
Unknown/0.0 UPnP/1.0 GlobespanVirata-EmWeb/R6_1_0,1
awhttpd,1
Mongrel 1,1
Tomcat Web Server/3.3.1 Final ( JSP 1.1; Servlet 2.2 ),1
Jetty(1.4.5),1
Werkzeug/3.1.3 Python/3.12.3,1
Payara Server  5.2020.4 #badassfish,1
FW,1
nginx/0.8.53,1
NetApp/7.2.1.1,1
HP Web Jetadmin/2.0.50 (Win32) mod_auth_sspi/1.0.1 mod_ssl/2.0.50 OpenSSL/0.9.6m,1
Ubuntu/lucid UPnP/1.0 MiniUPnPd/1.4,1
Squid,1
Apache/1.1.3,1
nsl,1
"Oracle-Application-Server-10g/10.1.2.2.0 Oracle-HTTP-Server (Unix) mod_plsql/10.1.2.2.0 mod_ossl/10.1.2.0.0 mod_perl/1.29 OracleAS-Web-Cache-10g/10.1.2.0.2 (N;ecid=89116016562,0)",1
ipos/7.0 UPnP/1.0 TL-WR940N/1.0,1
AmazonSnowball,1
JBoss-EAP/7,1
Mini Dome IP Camera,1
Werkzeug/3.1.3 Python/3.9.21,1
nginx/1.21.1.1 WhiteHorse,1
Apache/2.4.57 (CentOS Stream),1
Apache/2.4.43 (cPanel),1
*****,1
BLB,1
OpenWRT/kamikaze UPnP/1.0 MiniUPnPd/1.5,1
Apache-AdvancedExtranetServer/2.0.47 (Mandrake Linux/6.12.92mdk) mod_perl/1.99_09 Perl/v5.8.1 mod_ssl/2.0.47 OpenSSL/0.9.7b PHP/4.3.2,1
Ubuntu/oneiric UPnP/1.0 MiniUPnPd/1.4,1
"Windows_7-x86-6.1, UPnP/1.0, PMS/1.54.0",1
SimpleHTTP/0.6 Python/2.7.6,1
Ubuntu/hardy UPnP/1.0 MiniUPnPd/1.4,1
Linux/3.0.8 UPnP/1.0 DLNADOC/1.50 Portable SDK for UPnP devices/1.6.6,1
Lotus-Domino/Release-4.6.7(Intl),1
Ipswitch-IMail/7.11,1
HttpFileServer httpd,1
GFE/1.3,1
Fedora/8 UPnP/1.0 miniupnpd/1.0,1
"Windows_7-x86-6.1, UPnP/1.0, PMS/1.51.0",1
Cherokee/0.2.7,1
cern,1
Ubuntu/jaunty UPnP/1.0 MiniUPnPd/1.4,1
cisco ios,1
"Windows_7-x86-6.1, UPnP/1.0, PMS/1.20.412",1
Tomato UPnP/1.0 MiniUPnPd/1.4,1
HP-Web-Server,1
ServiceNow,1
FUHO-DVR,1
Ubuntu/raring UPnP/1.0 MiniUPnPd/1.4,1
Apache/1.3.28 (SolutionIP) mod_perl/1.28 mod_ssl/2.8.15 OpenSSL/0.9.7b,1
"UPnP/1.0, DLNADOC/1.50, Platinum/0.6.6.0",1
some thing UPnP/1.0 AVM FRITZ!WLAN Repeater 1750E 134.07.01,1
BBC 11.13.007; ovbbccb unknown version,1
Apache/2.4.51 (Unix) OpenSSL/1.1.1n SVN/1.14.1 Phusion_Passenger/6.0.12 mod_perl/2.0.11 Perl/v5.28.1,1
Apache/2.4.63 (Debian),1
Avocent DSView 3/3.7.0.71,1
Allegro-Software-RomPager/4.01,1
Servlet 2.5; JBoss-5.0/JBossWeb-2.1,1
GlassFish,1
