os,server,count
nan,"windows_7-x86-6.1, upnp/1.0, pms/1.10.51",3
nan,sun-java-system-web-proxy-server/4.0.2,3
nan,sun-java-system-web-proxy-server/4.0,3
nan,microsoft-wince/5.0,3
nan,boa/0.92p os-9 version,2
nan,cisco aware 2.0,2
nan,synology,2
nan,synology/dsm/192.168.1.100,2
nan,"darwin/10.2.0, upnp/1.0, portable sdk for upnp devices/1.6.6",2
nan,faysal,2
nan,blb/23.08.0.7,2
nan,cloudwaf,2
nan,bbc 11.00.044; ovbbcrcp 11.00.044,2
nan,cxedge,2
nan,sun-ilom-web-server/1.0,2
nan,bbc 05.20.050; coda 10.00.123,2
nan,bbc 2.6.0.7; com.hp.openview.coda 0.0.1,2
nan,thttpd/2.21b php/20030920,2
nan,bbc 2.6.0.7; com.hp.openview.bbc.llbserver 2.6.0.7,2
nan,thin 1.2.4 codename flaming astroboy,2
nan,cosmos,2
nan,computers,2
nan,sun-java-system-web-server/7.0,2
nan,com.hp.openview.coda 0.0.1,2
nan,sun-one-web-proxy-server/3.6-sp4,2
nan,compaqhttpserver,2
nan,energyict rtu 101-f25ce1-1524,2
nan,carbonmade,2
nan,stronghold/4.0 apache/1.3.22 (unix) mod_ssl/2.8.7 openssl/0.9.6c mod_perl/1.26,2
nan,tengine/2.0.0,2
nan,cbrgw,2
nan,tengine/3.0.0,2
nan,cantor,2
nan,support@arraynetworks.net,2
nan,cn-micc-nginx,2
nan,chainpoint-node,2
nan,compaqhttpserver/9.9 hp system management homepage/2.1.5.146,2
nan,debian/wheezy/sid upnp/1.1 miniupnpd/1.8,2
nan,compaqhttpserver/9.9 hp system management homepage/3.0.1.73 httpd/2.2.6+,2
nan,bunnycdn-la1-1108,2
nan,compaqhttpserver/9.9 hp system management homepage/6.0.0.96 httpd/2.2.6+,2
nan,emwac,2
nan,ehttp/1.1,2
nan,debian/4.0r8 dlnadoc/1.50 upnp/1.0 minidlna/1.0,2
nan,eth.limo,2
nan,classin-web,2
nan,cherrypy/3.1.2,2
nan,avaya cmbe/2,2
ubuntu,avaya cmbe/2.0.0,2
ubuntu,microsoft-iis/5.1,2
ubuntu,mbedthis-appweb/2.4.2,2
ubuntu,mbedthis-appweb/2.4.0,2
ubuntu,isos/9.0 upnp/1.0 conexant-emweb/r6_1_0,2
ubuntu,iplanet-web-proxy-server/3.6-sp5,2
ubuntu,ibm_http_server/2.0.47.1-pk01070 apache/2.0.47 (win32) php/5.0.4,2
ubuntu,fnord,2
ubuntu,crushftp http server,2
ubuntu,compaqhttpserver/9.9 hp system management homepage/2.1.5.146,2
ubuntu,compaqhttpserver,2
ubuntu,cl-http,2
ubuntu,big-ip,2
ubuntu,atphttpd,2
nan,airtunes/220.68,2
linux,linux/2.4.21 upnp/1.0 miniupnpd/1.0,2
ubuntu,apache/2.4.57 (ubuntu),2
ubuntu,apache/2.4.54 (ubuntu),2
nan,4d_webstar_s/5.102.1,2
ubuntu,apache,2
suse,apache/2.4.33 (linux/suse),2
raspbian,apache/2.4.54 (raspbian),2
nan,"6.2.8400 2/, upnp/1.0, tversity media server",2
nan,“glados”,2
nan,abyss/2.0.0.20-x1-win32 abysslib/2.0.0.20,2
nan,abyss/2.14-x1-win32 abysslib/2.14,2
nan,zimafardacdn,2
freebsd,apache/2.4.57 (freebsd) openssl/1.0.2u mod_fcgid/2.3.9,2
fedora,apache/2.4.46 (fedora) openssl/1.1.1i mod_perl/2.0.11 perl/v5.32.0,2
ubuntu,nsc/0.6.4 (jvm),2
ubuntu,php/5.3.14 zendserver/5.0,2
centos,apache/2.4.6 (centos) openssl/1.0.2k-fips php/5.4.16 mod_perl/2.0.11 perl/v5.16.3,2
windows,microsoft-iis/5.0,2
windows,microsoft-iis/4.0,2
centos,apache/2.4.6 (centos) openssl/1.0.2k-fips php/5.6.38,2
windows,apache/2.4.56 (win64) openssl/3.0.8 mod_fcgid/2.3.9a mod_log_rotate/1.02,2
windows,apache/2.4.54 (win64) openssl/1.1.1p php/8.1.10,2
windows,apache/2.4.54 (win64) openssl/1.1.1p php/7.4.33,2
centos,apache/2.4.6 (centos) openssl/1.0.2k-fips php/8.0.30,2
unix,ibm_http_server/7.0.0.9 (unix),2
unix,apache/2.4.63 (unix) openssl/3.4.1 php/8.4.4,2
unix,apache/2.4.62 (unix) openssl/1.1.1zb php/8.1.30,2
unix,apache/2.4.59 (unix) openssl/3.3.0 php/8.3.7,2
cpanel,apache/2.4.62 (cpanel) openssl/1.1.1w mod_bwlimited/1.4,2
unix,apache/2.4.52 (unix) openssl/1.1.1d,2
unix,apache/2.4.51 (unix) openssl/1.1.1n,2
unix,apache/2.4.51 (unix) openssl/1.1.1d svn/1.14.1 phusion_passenger/6.0.12 mod_perl/2.0.11 perl/v5.28.1,2
unix,apache/2.4.51 (unix) openssl/1.1.1d,2
cpanel,apache/2.4.63 (cpanel) openssl/1.1.1w mod_bwlimited/1.4,2
debian,apache/2.2.16 (debian),2
unix,apache/2.4.37 (unix) openssl/1.0.2k php/7.2.12,2
unix,apache/2.2.26 (unix) dav/2 mod_ssl/2.2.26 openssl/0.9.8y,2
debian,apache/2.4.37 (debian),2
debian,apache/2.4.51 (debian),2
ubuntu,thttpd/2.04 10aug98,2
ubuntu,polycom soundpoint ip telephone httpd,2
nan,youcan.private.dc/2.0,2
nan,allegro-software,2
nan,tws,2
nan,apisix/3.5.0,2
nan,websphere application server/5.0,2
nan,apache/2.4.41 (unix),2
nan,apache/2.4.46 (freebsd) openssl/1.1.1h-freebsd php/7.4.16,2
nan,apache/2.4.54,2
nan,apache/2.4.54 (unix) openssl/1.0.2u php/7.4.33 mod_wsgi/3.5 python/2.7.18 mod_fastcgi/mod_fastcgi-snap-0910052141 mod_perl/2.0.11 perl/v5.30.1,2
nan,apache/2.4.6 () openssl/1.0.2k-fips php/7.3.33,2
nan,apache/2.4.6 () openssl/1.0.2k-fips php/8.1.29,2
nan,apache/2.4.62 (centos stream) openssl/3.2.2,2
nan,virata-emweb/r6_1_0,2
nan,apache/2.4.62 (freebsd) openssl/1.1.1w-freebsd php/8.2.20,2
nan,ups_server/1.0,2
nan,"upnp/1.0, dlnadoc/1.50, platinum/0.5.1",2
nan,unknown/0.0 upnp/1.0 virata-emweb/r6_1_0,2
nan,xitami,2
nan,unbekannt,2
nan,aserve,2
nan,ud webspace 3.1,2
nan,ud forwarding 3.1,2
nan,aspen/0.8,2
nan,at your service,2
nan,ubuntu/yakkety upnp/1.0 miniupnpd/1.4,2
nan,ubuntu/xenial upnp/1.0 miniupnpd/1.4,2
nan,ubuntu/utopic upnp/1.0 miniupnpd/1.4,2
nan,ubuntu/natty upnp/1.0 miniupnpd/1.4,2
nan,ubuntu/maverick upnp/1.0 miniupnpd/1.4,2
nan,ubuntu/9.04 upnp/1.0 miniupnpd/1.0,2
nan,apache/2.4.37 (almalinux) openssl/1.1.1k mod_fcgid/2.3.9,2
nan,apache/2.4.25 (raspbian),2
nan,apache/2.4.25,2
nan,apache/2.4.18,2
nan,angie/1.8.1,2
nan,aolserver,2
nan,apache 2.x,2
nan,wsgiserver/0.2 cpython/3.9.20,2
nan,apache mod_bwlimited/1.4 phusion_passenger/6.0.23,2
nan,wsgiserver/0.2 cpython/3.8.18,2
nan,apache tomcat/4.0.3,2
nan,wsgiserver/0.2 cpython/3.12.4,2
nan,apache tomcat/4.1.12 (http/1.1 connector),2
nan,wsgiserver/0.2 cpython/3.10.16,2
nan,wsgiserver/0.2 cpython/3.10.12,2
nan,wowzastreamingengine/4.8.17+1,2
nan,wowzastreamingengine/4.7.7,2
nan,apache-advancedextranetserver/2.0.48 (mandrake linux/6mdk) php/4.3.4,2
nan,apache/0.6.5,2
nan,apache/1.3.27,2
nan,"windows_xp-amd64-5.2, upnp/1.0, pms/1.54.0",2
nan,"windows_7-x86-6.1, upnp/1.0, pms/1.52.0",2
nan,"windows_7-x86-6.1, upnp/1.0, pms/1.40.0",2
nan,fly/01acac8f2 (2025-02-24),2
nan,apache/2.0.43,2
nan,werkzeug/3.1.3 python/3.12.9,2
nan,werkzeug/2.3.6 python/3.10.12,2
nan,apache/2.2.21/web20,2
nan,werkzeug/2.2.2 python/3.8.10,2
nan,"windows_7-x86-6.1, upnp/1.0, pms/1.22.0",2
centos,apache/2.2.15 (centos),2
nan,oracle http server powered by apache/1.3.19 (unix) mod_plsql/3.0.9.8.3b php/4.3.10 mod_fastcgi/2.2.10 mod_perl/1.25 mod_oprocmgr/1.0,2
nan,rustle,2
nan,gamma,2
nan,python/3.10 aiohttp/3.10.6,2
nan,python/3.10 aiohttp/3.10.8,2
nan,linux/2.6.29.6-217.2.3.fc11.i686.pae upnp/1.0 miniupnpd/1.0,2
nan,ipswitch-imail/7.07,2
nan,"linux/2.6.32-24-generic, upnp/1.0, portable sdk for upnp devices/1.6.6",2
nan,routeros/6.43upnp/1.0 mikrotik upnp/1.0,2
nan,nginx/1.20.0,2
nan,gordian embedded,2
nan,gosite,2
nan,linux/cross_compiled upnp/1.0 miniupnpd/1.0,2
nan,ipos/7.0 upnp/1.0 tl-wr740n/4.0,2
nan,nginx/1.21.3.1 whitehorse,2
nan,gunicorn/19.10.0,2
nan,rocket,2
nan,rums/b,2
nan,nsc/0.6.4 (jvm),2
nan,gunicorn/20.0.0,2
nan,mongrel 1.1.5,2
nan,nginx/1.18.0 + phusion passenger(r) 6.0.15,2
nan,sentinelkeysserver/1.3.1,2
nan,process,2
nan,mu-th-ur 182 model 2.1 terabyte ai mainframe,2
nan,mt-daapd/svn-999,2
nan,"ms .net remoting, ms .net clr 2.0.50727.42",2
nan,proximus,2
nan,oc(1.0),2
nan,scdn-su,2
nan,"linux/2.6.13, upnp/1.0, portable sdk for upnp devices/1.6.0",2
nan,scdn-server,2
nan,framer/854d0ea,2
nan,ipswitch-imail/8.05,2
nan,linux/2.6.23.17_stm23_0125dorade00 upnp/1.0 dlnadoc/1.50 portable sdk for upnp devices/1.4.6-5,2
nan,framer/e6d6447,2
nan,nginx/1.8.0,2
nan,microsoft-pws/4.0,2
nan,sentinelprotectionserver/7.3,2
nan,httpd/3000,2
nan,python/3.11 aiohttp/3.9.1,2
nan,quarxconnect.de httpd,2
nan,qtss/6.1.0 (build/532; platform/macosx; release/mac os x server; ),2
nan,ibm_http_server/6.0 apache/2.0.47 (unix) dav/2,2
nan,python/3.12 aiohttp/3.10.2,2
nan,pyxsoft pxshield,2
nan,python/3.9 aiohttp/3.11.7,2
nan,python/3.9 aiohttp/3.11.11,2
nan,ibm_http_server/2.0.42.2-pk25355 apache/2.0.47 (unix) dav/2,2
nan,ibm_http_server/1.3.19.2  apache/1.3.20 (win32),2
nan,lotus expeditor web container/6,2
nan,python/3.12 aiohttp/3.11.8,2
nan,python/3.8 aiohttp/3.10.5,2
nan,ibm-http-server/1.0,2
nan,python/3.13 aiohttp/3.11.13,2
nan,"mac_os_x-x86_64-10.5.8, upnp/1.0, pms/1.20",2
nan,hpsmh,2
nan,microplex emhttpd/1,2
nan,rapidlogic,2
nan,harmonyos10.0,2
nan,helix server version 9.0.4.960 (win32) (realserver compatible),2
nan,python/3.11 aiohttp/3.10.6,2
nan,resin/2.1.s030827,2
nan,intel(r) active management technology 7.1.86,2
nan,python/3.11 aiohttp/3.11.0,2
nan,infinytum gate,2
nan,litespeed/5.2.8 enterprise,2
nan,hp web jetadmin 10.3.85669,2
nan,python/3.11 aiohttp/3.11.16,2
nan,nginx/1.4.7,2
nan,iis,2
nan,hp-chaiserver/2.2,2
nan,"raptor simple, secure web server 1.0",2
nan,python/3.11 aiohttp/3.9.0,2
nan,sentinelprotectionserver/7.1,2
nan,ns_6.1,2
nan,fly/eb1a25638 (2025-02-13),2
nan,oracle9ias/9.0.2.3.0 oracle http server oracle9ias-web-cache/9.0.2.3.0 (n),2
nan,my very own server,2
nan,netcache appliance (netapp/6.0.2p1),2
nan,linux upnp/1.0 sonos/47.2-59120 (br100),2
nan,jino.ru/mod_pizza,2
nan,simplehttp/0.6 python/3.4.0,2
nan,nginx/1.15.1,2
nan,opentv/5.40,2
nan,php/4.4.2-1build1,2
nan,linqhost hpw,2
nan,openresty/1.21.4.3 by zhuyanchao@cetcwl.com,2
nan,jsp3/2.0.14,2
nan,ks3,2
nan,jetty/4.2.x (vxworks/wind version 2.9 ppc java/1.1-rr-std-b12),2
nan,lighttpd/1.4.74,2
nan,simplehttp/0.6 python/3.11.9,2
nan,fly/60c773e9c (2025-04-01),2
nan,squid/3.2.9-bzr,2
nan,nginx/1.11.1,2
nan,openvpn-as,2
nan,nginx/1.1.19,2
nan,jetty(8.1.10.v20130312),2
nan,lilhttp/2.1,2
nan,fly/bce90e867 (2025-03-28),2
nan,jetty(9.4.54.v20240208),2
nan,openwrt/kamikaze upnp/1.0 miniupnpd/1.2,2
nan,nginx/1.0.11,2
nan,ncsa,2
nan,lighttpd/1.4.77,2
nan,omnihttpd,2
nan,servlet 2.4; tomcat-5.0.28/jboss-4.0.1sp1 (build: cvstag=jboss_4_0_1_sp1 date=200502160314),2
nan,serv-u/15.1.6.31,2
nan,fly/1ec282e18 (2025-01-23),2
nan,nginx/1.17.7,2
nan,fly/db4623a08 (2025-04-04),2
nan,openresty/1.27.1.2,2
nan,simplehttp/0.6 python/3.9.2,2
nan,nginx/1.11.5,2
nan,"oracle application server/10g (10.1.2) apache/1.3.34 (unix) mod_perl/1.29 mod_jk/1.2.14 oracleas-web-cache-10g/10.1.2.0.2 (n;ecid=119642322340,0)",2
nan,jfe,2
nan,nginx/1.17.5,2
nan,servlet 2.4; jboss-4.0.4.ga (build: cvstag=jboss_4_0_4_ga date=200605151000)/tomcat-5.5,2
nan,netgear/1.0 upnp/1.0 miniupnpd/1.0,2
nan,"linux/2.4.20-46.7asp, upnp/1.0, portable sdk for upnp devices/1.6.17",2
nan,php/5.3.14 zendserver/5.0,2
nan,linux upnp/1.0 sonos/47.2-59120 (zps3),2
nan,nginx/1.13.1,2
nan,openresty/1.13.6.1,2
nan,oracle application server containers for j2ee 10g (9.0.4.0.0),2
nan,openresty/1.25.3.2 by zdxl@cetcisx.com,2
nan,sfchttpd,2
nan,lighttpd/1.3.7 (mar 23 2007/16:00:15),2
ubuntu,cisco-ios/12.1 http-server/1.0(1),1
nan,allegro-software-rompager/4.01,1
nan,nginx/1.6.3,1
ubuntu,cloudfront,1
ubuntu,cleo harmony/5.7.0.8 (linux),1
nan,llm/server,1
ubuntu,cloudflare,1
ubuntu,cross web server,1
ubuntu,compaqhttpserver/9.9 hp system management homepage,1
nan,omcnet webserver,1
ubuntu,debian/wheezy/sid upnp/1.1 miniupnpd/1.8,1
nan,oracle api gateway,1
nan,oracle http server powered by apache,1
ubuntu,ibm_http_server/2.0.42.2-pk25355 apache/2.0.47 (unix) dav/2,1
ubuntu,ibm_http_server/1.3.19.2  apache/1.3.20 (win32),1
nan,oracle applications one-hour install,1
nan,anvil,1
ubuntu,ibm_http_server,1
ubuntu,hp-chaiserver/2.2,1
ubuntu,hp web jetadmin 10.3.85669,1
ubuntu,homedoor,1
ubuntu,gunicorn/19.7.1,1
ubuntu,gsoap/2.7,1
ubuntu,goserve,1
ubuntu,goahead-webs/2.5.0 peersec-matrixssl/3.4.2-open,1
nan,openwrt/kamikaze upnp/1.0 miniupnpd/1.4,1
ubuntu,goahead-webs/2.5.0,1
ubuntu,goahead-webs,1
ubuntu,gfe/1,1
ubuntu,folkweb,1
nan,localcan,1
ubuntu,fedora/10 upnp/1.0 miniupnpd/1.4,1
nan,leadpages,1
nan,amazonsnowball,1
ubuntu,embedthis-http,1
ubuntu,embedded http server,1
ubuntu,draytek/vigor2130 upnp/1.0 miniupnpd/1.0,1
ubuntu,delegate/7.7.0,1
ubuntu,ews-nic3/6.31,1
ubuntu,avenida,1
ubuntu,cherokee/0.2.7,1
ubuntu,apache/2,1
nan,"6.0.6000 2/, upnp/1.0, tversity media server",1
ubuntu,apache-coyote/1.1,1
ubuntu,ibm_http_server/6.0 apache/2.0.47 (unix) dav/2,1
ubuntu,american sitebuilder,1
ubuntu,allegro-software-rompager,1
ubuntu,alibaba,1
ubuntu,agranat-emweb/r5_1_2,1
ubuntu,agranat-emweb,1
ubuntu,"5.2.3790 2/service pack 1, upnp/1.0, tversity media server",1
nan,nsl,1
nan,"linux/2.6.28, upnp/1.0, portable sdk for upnp devices/1.6.10",1
suse,apache/2.4.10 (linux/suse),1
redhat,apache/2.2.3 (red hat),1
red hat enterprise linux,apache/2.4.62 (red hat enterprise linux) openssl/3.2.2 mod_wsgi/4.7.1 python/3.9,1
red hat enterprise linux,apache/2.4.62 (red hat enterprise linux),1
nan,"linux/2.6.18_pro500-davinci_n03a_ipcam_1.0-g5c649288-dirty, upnp/1.0, portable sdk for upnp devices/1.6.6",1
red hat enterprise linux,apache/2.4.37 (red hat enterprise linux) openssl/1.1.1k mod_fcgid/2.3.9,1
nan,"linux/2.4.18_mvl30-ixdp425, upnp/1.0, intel sdk for upnp devices/1.3.1",1
nan,obs,1
nan,"linux/2.6.10_dev-malta-mips2_fp_le, upnp/1.0, intel sdk for upnp devices /1.2",1
nan,"linux/2.6.12.6-venus, upnp/1.0, portable sdk for upnp devices/1.6.10",1
raspbian,apache/2.4.38 (raspbian),1
nan,odoo.sh,1
nan,"6.2.9200 2/, upnp/1.0, tversity media server",1
nan,one degree cdn,1
nan,abyss/1.0.3,1
nan,off,1
ubuntu,apache/1.3.9,1
nan,zenzga/1.13,1
ubuntu,chainpoint-node,1
nan,zen,1
ubuntu,boa/0.92p os-9 version,1
ubuntu,bkhttp/0.3,1
nan,lighttpd/1.4.16,1
ubuntu,bigip,1
nan,xxxxxx,1
nan,lighttpd/1.4.63,1
ubuntu,avocent dsview 3/3.7.0.71,1
nan,ycalb,1
nan,listmanagerweb/8.8a (based on tcl-webserver/3.4.2),1
nan,nginx/1.9.5,1
ubuntu,asp.net,1
nan,lighttpd/1.4.76,1
nan,linux/3.0.8 upnp/1.0 dlnadoc/1.50 portable sdk for upnp devices/1.6.6,1
nan,***,1
nan,ai ftmfw,1
nan,*****,1
nan,"linux/2.6.32-279.14.1.el6.x86_64, upnp/1.0, portable sdk for upnp devices/1.6.14",1
ubuntu,apache/2.4.55 (ubuntu),1
nan,"linux/2.6.32-279.11.1.el6.x86_64, upnp/1.0, portable sdk for upnp devices/1.6.14",1
nan,22slides v1,1
ubuntu,apache/2.4.43 (ubuntu),1
ubuntu,apache/2.4.38 (ubuntu),1
nan,4d_webstar_s/5.0,1
nan,ns-1,1
ubuntu,apache/2.2.8 (ubuntu) mod_python/3.3.1 python/2.5.2 php/5.2.4-2ubuntu5.7 with suhosin-patch mod_ssl/2.2.8 openssl/0.9.8g,1
ubuntu,apache/2.2.4 (win32) php/5.2.2,1
nan,"5.2.3790 2/service pack 1, upnp/1.0, tversity media server",1
nan,lotus expeditor web container/6.1,1
nan,fly/12401d8b4 (2025-02-12),1
ubuntu,ibm_http_server/7.0.0.9 (unix),1
ubuntu,sonicwall sslvpn web server,1
nan,monkey/0.6.2,1
debian,apache/2.4.48 (debian),1
nan,nginx/1.18.0 + phusion passenger(r) 6.0.26,1
debian,apache/2.4.25 (debian) openssl/1.0.2u,1
nan,nginx/1.18.0 + phusion passenger(r) 6.0.24,1
unix,apache/2.4.37 (unix) openssl/1.1.1k php/7.2.8,1
nan,nginx/1.18.0 + phusion passenger(r) 6.0.22,1
nan,mw-web.eqiad.main-555876f75f-krmmd,1
unix,apache/2.4.48 (unix) openssl/1.1.1k,1
nan,mw-web.eqiad.main-bdfc96b6b-hphjt,1
nan,mw1372.eqiad.wmnet,1
unix,apache/2.4.51 (unix) openssl/1.1.1n svn/1.14.1 phusion_passenger/6.0.12 mod_perl/2.0.11 perl/v5.28.1,1
nan,mw1452.eqiad.wmnet,1
unix,apache/2.4.54 (unix) openssl/1.0.2k-fips,1
nan,nginx/1.17.2,1
unix,apache/2.4.55 (unix),1
nan,mw1454.eqiad.wmnet,1
unix,apache/1.3.28 (unix) mod_auth_pam/1.1.1,1
unix,apache/1.3.28 (unix),1
ubuntu,"windows_7-x86-6.1, upnp/1.0, pms/1.52.1",1
ubuntu,ubuntu/saucy upnp/1.0 miniupnpd/1.4,1
ubuntu,squid/2.3.stable1,1
ubuntu,sun-java-system-web-server/7.0,1
nan,mongrel 1,1
ubuntu,thttpd/2.19-mx jan 24 2006,1
ubuntu,tomcat web server/3.3.1 final ( jsp 1.1; servlet 2.2 ),1
ubuntu,ubuntu/9.04 upnp/1.0 miniupnpd/1.0,1
ubuntu,ubuntu/precise upnp/1.0 miniupnpd/1.4,1
ubuntu,ubuntu/xenial upnp/1.0 miniupnpd/1.4,1
ubuntu,"windows_7-x86-6.1, upnp/1.0, pms/1.40.0",1
ubuntu,varnish-cache,1
ubuntu,virata-emweb/r6_2_0,1
ubuntu,vqserver,1
ubuntu,weblogic server 8.1 sp3 tue jun 29 23:11:19 pdt 2004 404973,1
ubuntu,"windows_7-x86-6.1, upnp/1.0, pms/1.20",1
ubuntu,"windows_7-x86-6.1, upnp/1.0, pms/1.20.412",1
ubuntu,"windows_7-x86-6.1, upnp/1.0, pms/1.25.1",1
nan,mw1488.eqiad.wmnet,1
nan,nginx/1.15.10,1
unix,apache/2.4.58 (unix) openssl/1.1.1p php/8.1.24,1
nan,nginx/0.8.53,1
centos,apache/2.4.6 (centos) openssl/1.0.2k-fips php/7.2.34,1
windows,apache/2.4.43 (win64) openssl/1.1.1g php/7.4.4,1
nan,nginx/1.11.10,1
nan,netapp/7.2.1.1,1
windows,apache/2.4.57 (win64) openssl/3.1.2,1
nan,nginx/0.8.53 + phusion passenger 3.0.0 (mod_rails/mod_rack),1
windows,apache/2.4.62 (win64),1
nan,netcache appliance (netapp/5.6.1d22),1
windows,apache/2.4.23 (win32) openssl/1.0.2j php/5.4.45,1
centos,apache/2.4.6 (centos) openssl/1.0.2k-fips php/5.6.37,1
nan,nginx-n.wtf/1.27.3,1
nan,nginx + phusion passenger(r) 6.0.14,1
centos,apache/2.4.6 (centos) openssl/1.0.2k-fips mod_wsgi/3.4 python/2.7.5 php/8.2.20,1
nan,nginx + phusion passenger,1
centos,apache/2.4.6 (centos) openssl/1.0.1e-fips php/5.6.33,1
centos,apache/2.4.58 (centos),1
windows,apache/2.4.38 (win64) openssl/1.0.2r,1
centos,apache/2.4.6 (centos) openssl/1.0.2k-fips php/7.2.34 mod_perl/2.0.11 perl/v5.16.3,1
nan,nginx/1.15.0,1
nan,neocities,1
unix,apache/2.4.59 (unix),1
unix,apache/2.4.59 (unix) openssl/3.0.11,1
nan,mylo/0.2.0,1
nan,nginx/1.14.0 + phusion passenger(r) 6.0.18,1
cpanel,apache/2.4.43 (cpanel),1
nan,nginx/1.14.0 + phusion passenger 6.0.4,1
unix,apache/2.4.62 (unix) openssl/3.3.2,1
nan,nginx/1.13.10,1
windows,apache/2.4.12 (win32) openssl/1.0.2k php/7.2.5,1
centos,apache/2.4.7 (centos),1
unix,apache/2.4.63 (unix) openssl/3.4.0 php/8.2.27,1
nan,nginx/1.12.1 + phusion passenger 5.1.8,1
centos,apache/2.2.3 (centos),1
windows,apache/2.2.19 (win32) php/5.2.17,1
windows,apache/2.2.4 (win32) php/5.2.2,1
nan,nginx/1.11.2,1
ubuntu,squid,1
ubuntu,smoothwall express/3.0 upnp/1.0 miniupnpd/1.0,1
ubuntu,intel(r) active management technology,1
ubuntu,simplehttp/0.6 python/3.4.0,1
ubuntu,linux/cross_compiled upnp/1.0 miniupnpd/1.0,1
ubuntu,litespeed/5.2.8 enterprise,1
nan,loxone miniserver some name upnp/1.0,1
nan,oracle http server powered by apache/1.3.19 (win32) mod_ssl/2.8.1 openssl/0.9.5a mod_fastcgi/2.2.10 mod_oprocmgr/1.0 mod_perl/1.25,1
ubuntu,microsoft wince fidelix v11.50.29,1
ubuntu,microsoft-iis,1
ubuntu,microsoft-iis/5.0,1
ubuntu,microsoft-iis/6.0,1
ubuntu,microsoft-iis/7.5,1
ubuntu,mini dome ip camera,1
ubuntu,mini_httpd/1 23jun2000,1
ubuntu,miniserv/0.01,1
ubuntu,mod_security/1.71,1
ubuntu,mongrel 1.1.5,1
nan,maglr,1
ubuntu,mycio,1
ubuntu,mylo/0.2.0,1
ubuntu,"linux/2.6.32-279.14.1.el6.x86_64, upnp/1.0, portable sdk for upnp devices/1.6.14",1
ubuntu,"linux/2.6.32-24-generic, upnp/1.0, portable sdk for upnp devices/1.6.6",1
ubuntu,"linux/2.6.28.1-xxxx-std-ipv4-32, upnp/1.0, portable sdk for upnp devices/1.4.3",1
ubuntu,jans server,1
ubuntu,intel(r) standard manageability 9.0.3,1
nan,lotus-domino/0,1
ubuntu,ipos/7.0 upnp/1.0 tl-wr741n/1.0/2.0,1
ubuntu,ipos/7.0 upnp/1.0 tl-wr941n/2.0,1
ubuntu,ipswitch-imail/5.08,1
ubuntu,ipswitch-imail/7.07,1
nan,lotus-domino/release-4.6.7(intl),1
ubuntu,jetty(6.1.12.rc2),1
ubuntu,"linux/2.6.28, upnp/1.0, portable sdk for upnp devices/1.6.10",1
ubuntu,jetty/4.2.x (vxworks/wind version 2.9 ppc java/1.1-rr-std-b12),1
ubuntu,jrun/3.1,1
ubuntu,linux upnp/1.0 sonos/31.3-22220 (anvil),1
ubuntu,linux upnp/1.0 sonos/47.2-59120 (zps3),1
nan,love you 3000 times!,1
ubuntu,"linux/2.4.18_mvl30-ixdp425, upnp/1.0, intel sdk for upnp devices/1.3.1",1
ubuntu,linux/2.4.21 upnp/1.0 miniupnpd/1.0,1
ubuntu,net-dk/1.0,1
ubuntu,netcache appliance (netapp/5.6.1d22),1
ubuntu,netcache appliance (netapp/6.0.4),1
ubuntu,resin/3.0.23,1
nan,mini_httpd/1 23jun2000,1
ubuntu,pi3web/2.0,1
ubuntu,powerweb,1
ubuntu,qtss/5.0 (build/452; platform/macosx; release/panther; ),1
ubuntu,rapid logic/1,1
ubuntu,reecam ip camera,1
ubuntu,resin/1,1
ubuntu,rushhour,1
ubuntu,php/4.4.2-1build1,1
ubuntu,sentinelkeysserver/1,1
ubuntu,sentinelkeysserver/1.0,1
ubuntu,sentinelprotectionserver/7,1
ubuntu,sentinelprotectionserver/7.0,1
ubuntu,sentinelprotectionserver/7.3,1
ubuntu,servlet/3.0; jbossas-6,1
ubuntu,simplehttp/0.6 python/2.7.6,1
ubuntu,php/5.1.2,1
ubuntu,oracle http server powered by apache/1.3.19 (win32) mod_ssl/2.8.1 openssl/0.9.5a mod_fastcgi/2.2.10 mod_oprocmgr/1.0 mod_perl/1.25,1
ubuntu,netgear/1.0 upnp/1.0 miniupnpd/1.0,1
nan,mgx,1
nan,mastodon,1
nan,mbedthis-appweb/2,1
ubuntu,nginx + phusion passenger,1
ubuntu,nginx/0.8.53 + phusion passenger 3.0.0 (mod_rails/mod_rack),1
ubuntu,nginx/1.10.1,1
freebsd,apache/2.4.54 (freebsd) openssl/1.0.2u mod_fcgid/2.3.9,1
freebsd,apache/2.4.48 (freebsd) openssl/1.0.2u mod_fcgid/2.3.9,1
nan,microsoft-pws-95/4.0,1
ubuntu,oracle application server containers for j2ee 10g (9.0.4.0.0),1
debian,apache/2.4.63 (debian),1
debian,apache/2.4.54 (debian) openssl/1.1.1n,1
debian,apache/2.4.53 (debian),1
nan,nginx/1.21.1.1 whitehorse,1
ubuntu,opentv/5.40,1
ubuntu,openvpn-as,1
ubuntu,openwrt/kamikaze upnp/1.0 miniupnpd/1.5,1
nan,luna-http/s,1
nan,apache-ssl-us,1
nan,apache coyote/1.0,1
nan,bunnycdn-de1-863,1
nan,bunnycdn-la1-954,1
nan,bunnycdn-la1-900,1
nan,bunnycdn-la1-852,1
nan,gfe/1.3,1
nan,bunnycdn-jp1-1172,1
